Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),absolute_accel,Activity,Position
2.735371542E0,-1.30E+00,1.121721372E0,9.553898679E-1,1.962928771E0,Walking,Hand
2.745342542E0,-7.22E-01,1.693805350E0,1.065044019E0,2.127186302E0,Walking,Hand
2.755314542E0,-2.82E-01,1.990724915E0,1.029571008E0,2.258913717E0,Walking,Hand
2.765285542E0,9.874894738E-2,2.314273576E0,9.249146184E-1,2.494209412E0,Walking,Hand
2.775257542E0,5.679301161E-1,2.620442559E0,7.838017166E-1,2.793494040E0,Walking,Hand
2.785229542E0,1.048825597E0,2.711165033E0,6.599419016E-1,2.980935135E0,Walking,Hand
2.795200542E0,1.398269822E0,2.546210402E0,5.159850602E-1,2.950353621E0,Walking,Hand
2.805172542E0,1.623551347E0,2.156780869E0,3.256706160E-1,2.719132958E0,Walking,Hand
2.815143542E0,1.661994451E0,1.736673627E0,1.209120874E-1,2.406840372E0,Walking,Hand
2.825115542E0,1.637953039E0,1.353071137E0,2.717493474E-4,2.124545065E0,Walking,Hand
2.835087542E0,1.586137353E0,9.579908556E-1,-1.28E-01,1.857431001E0,Walking,Hand
2.845058542E0,1.456989316E0,5.811114943E-1,-1.81E-01,1.579053621E0,Walking,Hand
2.855030542E0,1.178114551E0,2.229683661E-1,-1.45E-01,1.207705458E0,Walking,Hand
2.865001542E0,8.465019947E-1,-6.33E-02,-1.47E-01,8.614188605E-1,Walking,Hand
2.874973542E0,6.357619107E-1,-2.47E-01,-1.01E-01,6.893577397E-1,Walking,Hand
2.884944542E0,3.386566973E-1,-3.21E-01,-4.37E-02,4.689679060E-1,Walking,Hand
2.894916542E0,6.169865012E-2,-3.06E-01,3.436876416E-2,3.136134827E-1,Walking,Hand
2.904888542E0,-1.56E-01,-3.08E-01,2.267743188E-1,4.131119113E-1,Walking,Hand
2.914859542E0,-3.07E-01,-3.00E-01,4.638971861E-1,6.319351188E-1,Walking,Hand
2.924831542E0,-3.11E-01,-2.38E-01,6.569927122E-1,7.649821824E-1,Walking,Hand
2.934802542E0,-1.70E-01,-1.32E-01,7.450377466E-1,7.755057011E-1,Walking,Hand
2.944774542E0,6.733712018E-2,-1.66E-02,8.667427164E-1,8.695138347E-1,Walking,Hand
2.954746542E0,3.564421731E-1,9.902142763E-2,1.033957297E0,1.098145690E0,Walking,Hand
2.964717542E0,5.999915689E-1,2.247535211E-1,1.111117739E0,1.282609316E0,Walking,Hand
2.974689542E0,8.744779980E-1,3.125941953E-1,1.113634527E0,1.450037503E0,Walking,Hand
2.984660542E0,1.224884090E0,3.762472773E-1,1.109312557E0,1.694838458E0,Walking,Hand
2.994632542E0,1.507249058E0,4.395094728E-1,1.114521988E0,1.925390236E0,Walking,Hand
3.004604542E0,1.675751780E0,5.044641450E-1,9.953164105E-1,2.013276647E0,Walking,Hand
3.014575542E0,1.763619059E0,4.928688240E-1,7.335973768E-1,1.972672546E0,Walking,Hand
3.024547542E0,1.930683365E0,5.275977767E-1,4.986961591E-1,2.062667092E0,Walking,Hand
3.034518542E0,2.096555425E0,6.020834103E-1,3.293233716E-1,2.206015178E0,Walking,Hand
3.044490542E0,2.117500151E0,6.551161945E-1,2.398532246E-1,2.229464888E0,Walking,Hand
3.054462542E0,1.982673299E0,6.960110360E-1,3.166501164E-2,2.101529787E0,Walking,Hand
3.064433542E0,1.848998932E0,7.188742340E-1,-2.78E-01,2.003227457E0,Walking,Hand
3.074405542E0,1.833379265E0,7.779705808E-1,-5.55E-01,2.067396670E0,Walking,Hand
3.084376542E0,1.806679124E0,7.592729393E-1,-6.73E-01,2.071934134E0,Walking,Hand
3.094348542E0,1.709886070E0,7.477732202E-1,-7.55E-01,2.013107305E0,Walking,Hand
3.104320542E0,1.611790842E0,7.545510203E-1,-8.41E-01,1.968529640E0,Walking,Hand
3.114291542E0,1.585797629E0,7.861330014E-1,-8.03E-01,1.943676643E0,Walking,Hand
3.124263542E0,1.573275817E0,8.327201074E-1,-6.72E-01,1.902846101E0,Walking,Hand
3.134234542E0,1.417485527E0,8.522600403E-1,-6.03E-01,1.760332005E0,Walking,Hand
3.144206542E0,1.156484531E0,8.476120886E-1,-7.14E-01,1.601993643E0,Walking,Hand
3.154178542E0,9.578943765E-1,8.374654153E-1,-8.54E-01,1.532263136E0,Walking,Hand
3.164149542E0,7.487728018E-1,8.035053715E-1,-9.17E-01,1.430917257E0,Walking,Hand
3.174121542E0,6.103551739E-1,7.783366165E-1,-8.74E-01,1.320199725E0,Walking,Hand
3.184092542E0,5.187310588E-1,7.503345931E-1,-8.80E-01,1.267184960E0,Walking,Hand
3.194064542E0,4.732806516E-1,6.916990069E-1,-8.38E-01,1.185177688E0,Walking,Hand
3.204036542E0,3.895438457E-1,6.080159953E-1,-7.30E-01,1.026486631E0,Walking,Hand
3.214007542E0,2.430915588E-1,5.235833707E-1,-6.30E-01,8.541999297E-1,Walking,Hand
3.223979542E0,2.712172508E-2,4.437022188E-1,-5.23E-01,6.866120727E-1,Walking,Hand
3.233950542E0,-1.92E-01,3.957071033E-1,-4.78E-01,6.498452645E-1,Walking,Hand
3.243922542E0,-4.31E-01,3.524654818E-1,-3.92E-01,6.808955048E-1,Walking,Hand
3.253894542E0,-6.80E-01,3.085859290E-1,-3.36E-01,8.186911752E-1,Walking,Hand
3.263865542E0,-1.02E+00,3.043680400E-1,-3.87E-01,1.136244958E0,Walking,Hand
3.273837542E0,-1.28E+00,2.383626232E-1,-3.70E-01,1.354998043E0,Walking,Hand
3.283808542E0,-1.46E+00,2.200792569E-1,-3.85E-01,1.529962346E0,Walking,Hand
3.293780542E0,-1.84E+00,2.034559152E-1,-3.38E-01,1.879385853E0,Walking,Hand
3.303752542E0,-2.26E+00,9.580019653E-2,-2.52E-01,2.276972345E0,Walking,Hand
3.313723542E0,-2.73E+00,-4.04E-02,-2.32E-01,2.742010893E0,Walking,Hand
3.323695542E0,-3.45E+00,-3.27E-01,-1.22E-01,3.464974171E0,Walking,Hand
3.333666542E0,-4.09E+00,-7.07E-01,8.665734395E-2,4.149973074E0,Walking,Hand
3.343638542E0,-4.46E+00,-1.02E+00,1.486524479E-1,4.572361510E0,Walking,Hand
3.353610542E0,-4.52E+00,-1.24E+00,2.063461939E-1,4.686644633E0,Walking,Hand
3.363581542E0,-4.64E+00,-1.49E+00,3.072945714E-1,4.886615342E0,Walking,Hand
3.373553542E0,-4.57E+00,-1.51E+00,2.192220551E-1,4.816843818E0,Walking,Hand
3.383524542E0,-4.36E+00,-1.22E+00,4.784856968E-1,4.553940940E0,Walking,Hand
3.393496542E0,-4.00E+00,-7.17E-01,7.003243808E-1,4.124756918E0,Walking,Hand
3.403467542E0,-3.47E+00,1.584946275E-2,8.911744300E-1,3.583182458E0,Walking,Hand
3.413439542E0,-2.86E+00,9.139139593E-1,1.045174887E0,3.178249614E0,Walking,Hand
3.423411542E0,-2.31E+00,1.761553822E0,1.169788701E0,3.128750555E0,Walking,Hand
3.433382542E0,-1.74E+00,2.458472054E0,1.308489334E0,3.286084013E0,Walking,Hand
3.443354542E0,-1.22E+00,2.923547892E0,1.261527714E0,3.410788350E0,Walking,Hand
3.453325542E0,-7.49E-01,3.176652223E0,1.185821182E0,3.472398948E0,Walking,Hand
3.463297542E0,-2.92E-01,3.132915927E0,1.194521838E0,3.365600741E0,Walking,Hand
3.473269542E0,8.048107624E-2,2.788767233E0,1.031285996E0,2.974432835E0,Walking,Hand
3.483240542E0,5.297407812E-1,2.412764077E0,7.717491433E-1,2.587982327E0,Walking,Hand
3.493212375E0,9.471010011E-1,2.072220190E0,4.840985852E-1,2.329259166E0,Walking,Hand
3.503183375E0,1.202691568E0,1.698546565E0,2.406927386E-1,2.095103920E0,Walking,Hand
3.513155375E0,1.363418078E0,1.295486296E0,2.827333421E-1,1.901875848E0,Walking,Hand
3.523127375E0,1.447653651E0,1.022072246E0,1.958577508E-1,1.782888956E0,Walking,Hand
3.533098375E0,1.296427113E0,7.469490552E-1,-4.56E-02,1.496907550E0,Walking,Hand
3.543070375E0,1.035620245E0,5.099175507E-1,-3.54E-01,1.207476823E0,Walking,Hand
3.553041375E0,7.001970577E-1,2.527423882E-1,-4.83E-01,8.875624006E-1,Walking,Hand
3.563013375E0,4.196710396E-1,6.670094311E-2,-7.09E-01,8.263304234E-1,Walking,Hand
3.572985375E0,1.309092182E-1,-6.27E-02,-9.50E-01,9.611306740E-1,Walking,Hand
3.582956375E0,-1.42E-01,-1.31E-01,-1.06E+00,1.077853662E0,Walking,Hand
3.592928375E0,-2.55E-01,-1.78E-01,-1.03E+00,1.071662488E0,Walking,Hand
3.602899375E0,-2.67E-01,-1.48E-01,-8.23E-01,8.777069394E-1,Walking,Hand
3.612871375E0,-3.05E-01,-9.82E-02,-5.01E-01,5.945381912E-1,Walking,Hand
3.622843375E0,-4.40E-01,-3.96E-02,-2.40E-01,5.026707894E-1,Walking,Hand
3.632814375E0,-5.23E-01,4.376933277E-2,1.026127875E-2,5.249829025E-1,Walking,Hand
3.642786375E0,-6.11E-01,1.173387077E-1,2.119715077E-1,6.575296141E-1,Walking,Hand
3.652757375E0,-7.64E-01,1.468949211E-1,4.425950485E-1,8.946987489E-1,Walking,Hand
3.662729375E0,-9.07E-01,1.880163422E-1,6.958198321E-1,1.158344861E0,Walking,Hand
3.672701375E0,-9.03E-01,2.266389558E-1,9.164696310E-1,1.306122591E0,Walking,Hand
3.682672375E0,-8.50E-01,1.838253504E-1,1.103098283E0,1.404393550E0,Walking,Hand
3.692644375E0,-6.73E-01,1.178392294E-1,1.346776025E0,1.510150231E0,Walking,Hand
3.702615375E0,-3.30E-01,7.933633760E-2,1.536963438E0,1.573998123E0,Walking,Hand
3.712587375E0,3.550370872E-2,-1.28E-03,1.634638837E0,1.635024858E0,Walking,Hand
3.722559375E0,3.831697959E-1,-1.82E-01,1.665804496E0,1.718917229E0,Walking,Hand
3.732530375E0,7.302751350E-1,-3.53E-01,1.623192181E0,1.814503518E0,Walking,Hand
3.742502375E0,1.117411682E0,-4.98E-01,1.554387410E0,1.978104238E0,Walking,Hand
3.752473375E0,1.440514201E0,-6.06E-01,1.453252945E0,2.133974218E0,Walking,Hand
3.762445375E0,1.621206028E0,-7.05E-01,1.268992416E0,2.176021527E0,Walking,Hand
3.772417375E0,1.777046605E0,-7.26E-01,1.097539335E0,2.211299212E0,Walking,Hand
3.782388375E0,1.885867966E0,-9.28E-01,9.925604716E-1,2.324578958E0,Walking,Hand
3.792360375E0,1.932137568E0,-1.04E+00,6.372576284E-1,2.282763321E0,Walking,Hand
3.802331375E0,2.028000330E0,-1.07E+00,4.078429994E-1,2.328081278E0,Walking,Hand
3.812303375E0,2.134100397E0,-1.22E+00,2.294140443E-1,2.470492717E0,Walking,Hand
3.822275375E0,2.221632630E0,-1.38E+00,-3.92E-02,2.614403336E0,Walking,Hand
3.832246375E0,2.316050545E0,-1.48E+00,-1.31E-01,2.750478351E0,Walking,Hand
3.842218375E0,2.246323083E0,-1.60E+00,-2.28E-01,2.767637574E0,Walking,Hand
3.852189375E0,2.186537057E0,-1.62E+00,-4.01E-01,2.748777793E0,Walking,Hand
3.862161375E0,2.160552616E0,-1.61E+00,-5.64E-01,2.754213782E0,Walking,Hand
3.872133375E0,2.056489134E0,-1.66E+00,-6.71E-01,2.725532876E0,Walking,Hand
3.882104375E0,1.776359557E0,-1.77E+00,-8.24E-01,2.642608575E0,Walking,Hand
3.892076375E0,1.548547357E0,-1.90E+00,-9.74E-01,2.640718778E0,Walking,Hand
3.902047375E0,1.379972715E0,-2.07E+00,-1.05E+00,2.700555916E0,Walking,Hand
3.912019375E0,1.076075960E0,-2.25E+00,-9.91E-01,2.680431668E0,Walking,Hand
3.921990375E0,7.454346263E-1,-2.37E+00,-8.67E-01,2.627484013E0,Walking,Hand
3.931962375E0,3.443548089E-1,-2.48E+00,-8.46E-01,2.643729843E0,Walking,Hand
3.941934375E0,3.308413088E-2,-2.49E+00,-8.62E-01,2.637398930E0,Walking,Hand
3.951905375E0,-1.29E-01,-2.46E+00,-7.79E-01,2.584134955E0,Walking,Hand
3.961877375E0,-1.84E-01,-2.41E+00,-7.31E-01,2.526063539E0,Walking,Hand
3.971848375E0,-1.31E-01,-2.30E+00,-7.24E-01,2.416244562E0,Walking,Hand
3.981820375E0,-1.45E-01,-2.20E+00,-6.74E-01,2.309733964E0,Walking,Hand
3.991792375E0,-2.45E-01,-2.16E+00,-5.74E-01,2.248690195E0,Walking,Hand
4.001763375E0,-6.13E-01,-2.32E+00,-3.72E-01,2.430799300E0,Walking,Hand
4.011735375E0,-1.14E+00,-2.63E+00,-1.34E-01,2.868625539E0,Walking,Hand
4.021706375E0,-1.61E+00,-2.84E+00,8.001037538E-3,3.260384721E0,Walking,Hand
4.031678375E0,-2.22E+00,-3.28E+00,4.482943296E-1,3.983464348E0,Walking,Hand
4.041650375E0,-2.96E+00,-3.67E+00,6.406792729E-1,4.761527220E0,Walking,Hand
4.051621375E0,-3.49E+00,-3.66E+00,1.024166573E0,5.159644444E0,Walking,Hand
4.061593375E0,-3.78E+00,-3.42E+00,1.404124054E0,5.284937486E0,Walking,Hand
4.071564375E0,-3.72E+00,-2.75E+00,1.778900611E0,4.956887766E0,Walking,Hand
4.081536375E0,-3.15E+00,-1.36E+00,1.817499251E0,3.878671364E0,Walking,Hand
4.091508375E0,-2.03E+00,5.557848644E-1,1.596679298E0,2.641950724E0,Walking,Hand
4.101479375E0,-1.56E+00,1.725762138E0,1.760892648E0,2.917393243E0,Walking,Hand
4.111451375E0,-1.44E+00,2.630504155E0,1.546483144E0,3.372461832E0,Walking,Hand
4.121422375E0,-1.05E+00,3.505212241E0,1.073772011E0,3.814616294E0,Walking,Hand
4.131394375E0,-6.68E-01,4.034295210E0,7.176356475E-1,4.151771116E0,Walking,Hand
4.141366375E0,-5.12E-01,4.017120184E0,2.704897110E-1,4.058592238E0,Walking,Hand
4.151337375E0,-4.10E-01,3.369810899E0,-1.35E-01,3.397336093E0,Walking,Hand
4.161309375E0,-4.50E-02,2.607789476E0,-4.78E-01,2.651626968E0,Walking,Hand
4.171280375E0,3.782160348E-1,2.083209740E0,-1.04E+00,2.358189379E0,Walking,Hand
4.181252375E0,6.549080336E-1,1.660773260E0,-1.30E+00,2.208775610E0,Walking,Hand
4.191224375E0,8.311635786E-1,1.336078252E0,-1.32E+00,2.056321072E0,Walking,Hand
4.201195375E0,7.685030615E-1,1.164002881E0,-1.47E+00,2.023538277E0,Walking,Hand
4.211167375E0,5.650784290E-1,1.089991457E0,-1.74E+00,2.132135813E0,Walking,Hand
4.221138375E0,2.825684506E-1,9.767855608E-1,-1.74E+00,2.013002985E0,Walking,Hand
4.231110375E0,6.743593812E-3,8.425554165E-1,-1.50E+00,1.720168439E0,Walking,Hand
4.241082375E0,-1.98E-01,7.939264628E-1,-1.45E+00,1.664604671E0,Walking,Hand
4.251053375E0,-3.27E-01,7.216946384E-1,-1.52E+00,1.713612569E0,Walking,Hand
4.261025375E0,-3.87E-01,5.757551524E-1,-1.45E+00,1.605370047E0,Walking,Hand
4.270996375E0,-2.01E-01,5.039153838E-1,-1.17E+00,1.287140699E0,Walking,Hand
4.280968375E0,1.598792481E-1,4.986987904E-1,-7.14E-01,8.854537919E-1,Walking,Hand
4.290940375E0,4.684163529E-1,4.775605211E-1,-2.16E-01,7.029961061E-1,Walking,Hand
4.300911375E0,7.187198675E-1,4.648036507E-1,2.589158785E-1,8.942248675E-1,Walking,Hand
4.310883375E0,9.619634539E-1,4.828484505E-1,6.713017260E-1,1.268527619E0,Walking,Hand
4.320854375E0,1.092703103E0,4.725699225E-1,1.085929103E0,1.611385869E0,Walking,Hand
4.330826375E0,1.182295895E0,5.822312361E-1,1.348929847E0,1.885849551E0,Walking,Hand
4.340798375E0,1.245376827E0,5.034680718E-1,1.744354237E0,2.201639218E0,Walking,Hand
4.350769375E0,1.465600510E0,5.119430262E-1,1.939430508E0,2.484242583E0,Walking,Hand
4.360741375E0,1.748353733E0,6.975573322E-1,2.274893017E0,2.952704734E0,Walking,Hand
4.370712375E0,1.867567935E0,9.214931202E-1,2.449013744E0,3.214751605E0,Walking,Hand
4.380684375E0,1.824147096E0,1.078644935E0,2.480166101E0,3.262240244E0,Walking,Hand
4.390656375E0,1.702198736E0,1.176603046E0,2.408892635E0,3.175632062E0,Walking,Hand
4.400627375E0,1.468904187E0,1.295814325E0,2.202759572E0,2.947704871E0,Walking,Hand
4.410599375E0,1.144863775E0,1.451115203E0,1.849262642E0,2.614616743E0,Walking,Hand
4.420570375E0,9.588363630E-1,1.657576295E0,1.391558242E0,2.367141881E0,Walking,Hand
4.430542375E0,9.864966166E-1,1.834479419E0,8.574263477E-1,2.252480911E0,Walking,Hand
4.440514375E0,9.028171134E-1,1.888363850E0,2.138034403E-1,2.103974496E0,Walking,Hand
4.450485375E0,6.670339894E-1,1.833027555E0,-3.05E-01,1.974330476E0,Walking,Hand
4.460457375E0,6.097669441E-1,1.968720965E0,-9.81E-01,2.282657139E0,Walking,Hand
4.470428375E0,5.981251377E-1,2.088992636E0,-1.48E+00,2.628027804E0,Walking,Hand
4.480400375E0,5.266733319E-1,2.101855341E0,-1.78E+00,2.801523902E0,Walking,Hand
4.490371792E0,3.318879604E-1,1.975427429E0,-1.98E+00,2.818713305E0,Walking,Hand
4.500342792E0,2.152781081E-1,1.894343797E0,-2.27E+00,2.963770048E0,Walking,Hand
4.510314792E0,1.707550693E-1,1.812200065E0,-2.40E+00,3.015101274E0,Walking,Hand
4.520285792E0,-3.32E-02,1.619636928E0,-2.42E+00,2.908971792E0,Walking,Hand
4.530257792E0,-2.79E-01,1.411682165E0,-2.32E+00,2.733328503E0,Walking,Hand
4.540229792E0,-4.22E-01,1.211804454E0,-2.12E+00,2.479716987E0,Walking,Hand
4.550200792E0,-5.24E-01,1.019381650E0,-1.89E+00,2.210748458E0,Walking,Hand
4.560172792E0,-7.44E-01,8.311670870E-1,-1.57E+00,1.928609133E0,Walking,Hand
4.570143792E0,-8.76E-01,6.330300915E-1,-1.17E+00,1.594799940E0,Walking,Hand
4.580115792E0,-9.42E-01,4.879907843E-1,-6.52E-01,1.245461378E0,Walking,Hand
4.590087792E0,-1.02E+00,3.642949837E-1,-1.35E-01,1.096068474E0,Walking,Hand
4.600058792E0,-1.20E+00,2.058933270E-1,2.512455010E-1,1.245718507E0,Walking,Hand
4.610030792E0,-1.31E+00,4.955105960E-2,6.881991559E-1,1.479724974E0,Walking,Hand
4.620001792E0,-1.33E+00,7.389915794E-2,1.029592350E0,1.686340047E0,Walking,Hand
4.629973792E0,-1.35E+00,5.517695814E-2,1.362805728E0,1.919192932E0,Walking,Hand
4.639945792E0,-1.51E+00,-1.20E-01,1.572243783E0,2.186632892E0,Walking,Hand
4.649916792E0,-1.74E+00,-2.45E-01,1.731804358E0,2.470148034E0,Walking,Hand
4.659888792E0,-2.13E+00,-5.33E-01,1.835676051E0,2.860310347E0,Walking,Hand
4.669859792E0,-2.65E+00,-1.10E+00,1.730073875E0,3.349943458E0,Walking,Hand
4.679831792E0,-3.13E+00,-1.69E+00,1.503764117E0,3.860070985E0,Walking,Hand
4.689803792E0,-3.51E+00,-1.90E+00,1.231841546E0,4.175818335E0,Walking,Hand
4.699774792E0,-3.64E+00,-1.68E+00,1.010626906E0,4.135141336E0,Walking,Hand
4.709746792E0,-3.70E+00,-1.47E+00,9.933963311E-1,4.101432381E0,Walking,Hand
4.719717792E0,-3.81E+00,-1.22E+00,8.538162768E-1,4.085439314E0,Walking,Hand
4.729689792E0,-3.51E+00,-1.79E-01,3.477795231E-1,3.528491802E0,Walking,Hand
4.739661792E0,-2.66E+00,1.156161180E0,2.527078897E-1,2.915425212E0,Walking,Hand
4.749632792E0,-2.38E+00,1.735441911E0,3.241634962E-1,2.961983020E0,Walking,Hand
4.759604792E0,-2.41E+00,2.261877554E0,9.268772364E-2,3.310102603E0,Walking,Hand
4.769576792E0,-2.15E+00,2.609042535E0,-1.04E-01,3.382736676E0,Walking,Hand
4.779547792E0,-1.71E+00,2.664845145E0,-3.13E-01,3.183683776E0,Walking,Hand
4.789519792E0,-1.36E+00,2.405403309E0,-3.37E-01,2.781944222E0,Walking,Hand
4.799490792E0,-1.01E+00,1.797513906E0,6.003336310E-3,2.061831694E0,Walking,Hand
4.809462792E0,-8.41E-01,1.244199198E0,1.325286046E-1,1.507599226E0,Walking,Hand
4.819434792E0,-5.18E-01,9.978834844E-1,8.532958746E-2,1.127330561E0,Walking,Hand
4.829405792E0,-3.42E-01,3.999325937E-1,1.843340582E-1,5.577361956E-1,Walking,Hand
4.839377792E0,-4.13E-01,-1.44E-01,2.175490205E-1,4.887341809E-1,Walking,Hand
4.849348792E0,-3.97E-01,-3.70E-01,1.280575311E-1,5.578131146E-1,Walking,Hand
4.859320792E0,-4.10E-01,-4.49E-01,-8.21E-02,6.138792266E-1,Walking,Hand
4.869292792E0,-5.04E-01,-4.50E-01,-3.65E-01,7.678237378E-1,Walking,Hand
4.879263792E0,-4.99E-01,-4.42E-01,-6.28E-01,9.157228732E-1,Walking,Hand
4.889235792E0,-5.19E-01,-5.59E-01,-7.07E-01,1.040175630E0,Walking,Hand
4.899206792E0,-3.53E-01,-6.54E-01,-6.74E-01,1.003574468E0,Walking,Hand
4.909178792E0,-1.02E-01,-7.28E-01,-6.11E-01,9.560111520E-1,Walking,Hand
4.919150792E0,1.128079927E-1,-8.15E-01,-5.20E-01,9.733487646E-1,Walking,Hand
4.929121792E0,3.602750230E-1,-9.22E-01,-5.19E-01,1.117963503E0,Walking,Hand
4.939093792E0,6.690927941E-1,-1.06E+00,-5.22E-01,1.356614778E0,Walking,Hand
4.949064792E0,9.353475130E-1,-1.23E+00,-4.16E-01,1.599087401E0,Walking,Hand
4.959036792E0,1.185431757E0,-1.31E+00,-3.37E-01,1.800654390E0,Walking,Hand
4.969008792E0,1.443482832E0,-1.34E+00,-2.38E-01,1.980612371E0,Walking,Hand
4.978979792E0,1.593746919E0,-1.41E+00,-1.14E-01,2.129863239E0,Walking,Hand
4.988951792E0,1.794775947E0,-1.45E+00,-3.75E-02,2.309069865E0,Walking,Hand
4.998922792E0,2.020142841E0,-1.40E+00,9.295026362E-3,2.456005661E0,Walking,Hand
5.008894792E0,2.140027134E0,-1.38E+00,6.119988263E-2,2.545855144E0,Walking,Hand
5.018866792E0,2.209790849E0,-1.38E+00,4.263175696E-2,2.604437597E0,Walking,Hand
5.028837792E0,2.313982385E0,-1.35E+00,4.039110392E-3,2.676512580E0,Walking,Hand
5.038809792E0,2.403416718E0,-1.32E+00,1.441952616E-2,2.742253369E0,Walking,Hand
5.048781792E0,2.445941178E0,-1.28E+00,-5.61E-03,2.759740646E0,Walking,Hand
5.058752792E0,2.492304921E0,-1.27E+00,-1.31E-01,2.800046863E0,Walking,Hand
5.068724792E0,2.550877064E0,-1.29E+00,-2.81E-01,2.872558479E0,Walking,Hand
5.078695792E0,2.608941670E0,-1.29E+00,-4.34E-01,2.944069163E0,Walking,Hand
5.088667792E0,2.608321865E0,-1.28E+00,-5.50E-01,2.958700761E0,Walking,Hand
5.098638792E0,2.610405813E0,-1.26E+00,-5.88E-01,2.959166584E0,Walking,Hand
5.108610792E0,2.660351560E0,-1.25E+00,-5.49E-01,2.988846235E0,Walking,Hand
5.118582792E0,2.622311329E0,-1.21E+00,-5.22E-01,2.934973120E0,Walking,Hand
5.128553792E0,2.462776482E0,-1.21E+00,-4.84E-01,2.787615098E0,Walking,Hand
5.138525792E0,2.297647018E0,-1.21E+00,-3.85E-01,2.626560083E0,Walking,Hand
5.148497792E0,2.032743591E0,-1.21E+00,-2.97E-01,2.385209409E0,Walking,Hand
5.158468792E0,1.671182181E0,-1.21E+00,-2.34E-01,2.075129735E0,Walking,Hand
5.168440792E0,1.356681501E0,-1.24E+00,-1.87E-01,1.847872159E0,Walking,Hand
5.178411792E0,1.055939904E0,-1.28E+00,-1.70E-01,1.664705646E0,Walking,Hand
5.188383792E0,6.709837836E-1,-1.34E+00,-1.45E-01,1.503850472E0,Walking,Hand
5.198355792E0,3.345525366E-1,-1.39E+00,-8.82E-02,1.435899741E0,Walking,Hand
5.208326792E0,2.447702944E-2,-1.48E+00,-9.57E-02,1.483001112E0,Walking,Hand
5.218298792E0,-2.78E-01,-1.59E+00,-1.48E-02,1.617262983E0,Walking,Hand
5.228269792E0,-5.21E-01,-1.63E+00,3.711856350E-2,1.716139603E0,Walking,Hand
5.238241792E0,-6.81E-01,-1.60E+00,7.401040122E-2,1.738161288E0,Walking,Hand
5.248213792E0,-8.43E-01,-1.53E+00,1.168066111E-1,1.754640556E0,Walking,Hand
5.258184792E0,-1.05E+00,-1.42E+00,1.264260118E-1,1.769095812E0,Walking,Hand
5.268156792E0,-1.22E+00,-1.32E+00,6.642261565E-2,1.794602285E0,Walking,Hand
5.278127792E0,-1.36E+00,-1.20E+00,2.703255504E-2,1.814946150E0,Walking,Hand
5.288099792E0,-1.58E+00,-1.17E+00,4.210273013E-2,1.967308216E0,Walking,Hand
5.298071792E0,-1.88E+00,-1.36E+00,7.527646959E-2,2.320114875E0,Walking,Hand
5.308042792E0,-2.27E+00,-1.80E+00,2.019713071E-1,2.903798269E0,Walking,Hand
5.318014792E0,-2.49E+00,-2.10E+00,3.275809014E-1,3.273962594E0,Walking,Hand
5.327986792E0,-2.88E+00,-2.67E+00,6.681313656E-1,3.987743927E0,Walking,Hand
5.337957792E0,-3.39E+00,-3.04E+00,9.177232741E-1,4.645839055E0,Walking,Hand
5.347929792E0,-3.76E+00,-3.00E+00,1.025170686E0,4.914723131E0,Walking,Hand
5.357900792E0,-4.08E+00,-2.78E+00,1.014896982E0,5.043685871E0,Walking,Hand
5.367872792E0,-4.00E+00,-2.01E+00,9.746332008E-1,4.577651441E0,Walking,Hand
5.377844792E0,-3.28E+00,-5.47E-01,8.312816924E-1,3.424961246E0,Walking,Hand
5.387815792E0,-2.66E+00,6.278088203E-1,7.699430846E-1,2.838408150E0,Walking,Hand
5.397787792E0,-2.39E+00,1.460252647E0,5.544388354E-1,2.854552247E0,Walking,Hand
5.407758792E0,-1.90E+00,2.495987789E0,1.500793147E-1,3.143438844E0,Walking,Hand
5.417730792E0,-1.37E+00,3.350824990E0,-1.48E-01,3.622286986E0,Walking,Hand
5.427702792E0,-8.52E-01,3.643294238E0,-5.05E-01,3.775633272E0,Walking,Hand
5.437673792E0,-3.58E-01,3.425822255E0,-8.90E-01,3.557500684E0,Walking,Hand
5.447645792E0,9.674452186E-2,2.670845265E0,-7.67E-01,2.780377198E0,Walking,Hand
5.457616792E0,3.333556116E-1,1.981940643E0,-8.70E-01,2.189984905E0,Walking,Hand
5.467588792E0,7.358270663E-1,1.599287741E0,-1.04E+00,2.044730594E0,Walking,Hand
5.477560792E0,1.098849696E0,1.136408409E0,-1.01E+00,1.874182070E0,Walking,Hand
5.487532500E0,1.196436802E0,5.365042555E-1,-7.85E-01,1.528067475E0,Walking,Hand
5.497504500E0,1.138435931E0,7.495077968E-2,-7.91E-01,1.388279372E0,Walking,Hand
5.507475500E0,1.025802770E0,-2.20E-01,-7.89E-01,1.312577215E0,Walking,Hand
5.517447500E0,8.612562740E-1,-4.06E-01,-7.33E-01,1.201598651E0,Walking,Hand
5.527419500E0,6.971915889E-1,-4.71E-01,-7.79E-01,1.146958568E0,Walking,Hand
5.537390500E0,6.318664956E-1,-4.79E-01,-8.26E-01,1.144898970E0,Walking,Hand
5.547362500E0,7.035451734E-1,-5.16E-01,-8.59E-01,1.224079315E0,Walking,Hand
5.557333500E0,8.921892142E-1,-5.15E-01,-8.38E-01,1.327665741E0,Walking,Hand
