Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),absolute_accel,Activity,Position
1.226416777E2,-2.22E+00,5.417421913E-1,-8.96E-01,2.451730251E0,Walking,Hand
1.226516487E2,-1.48E+00,3.905036661E-1,-8.26E-01,1.737137339E0,Walking,Hand
1.226616207E2,-1.08E+00,3.392446348E-1,-5.29E-01,1.246592655E0,Walking,Hand
1.226715917E2,-4.38E-01,5.184053689E-1,-2.20E-01,7.134950300E-1,Walking,Hand
1.226815627E2,4.836115122E-2,6.025263369E-1,4.855615586E-2,6.064111542E-1,Walking,Hand
1.226915337E2,4.275068933E-1,6.261944041E-1,2.872143558E-1,8.107858297E-1,Walking,Hand
1.227015047E2,7.562051976E-1,7.647617206E-1,4.597937563E-1,1.169665375E0,Walking,Hand
1.227114767E2,1.009577331E0,8.995198685E-1,4.648261625E-1,1.429841160E0,Walking,Hand
1.227214477E2,1.247654318E0,9.863963369E-1,3.148944899E-1,1.621350539E0,Walking,Hand
1.227314187E2,1.520475460E0,1.077869594E0,1.006367210E-1,1.866487673E0,Walking,Hand
1.227413897E2,1.824559910E0,1.169162464E0,-1.29E-01,2.170878070E0,Walking,Hand
1.227513607E2,2.097849998E0,1.164905984E0,-3.06E-01,2.418949366E0,Walking,Hand
1.227613327E2,2.275348077E0,1.125885759E0,-4.70E-01,2.581838730E0,Walking,Hand
1.227713037E2,2.425708643E0,1.035257133E0,-6.51E-01,2.716531878E0,Walking,Hand
1.227812747E2,2.620156630E0,9.510791543E-1,-7.10E-01,2.876352843E0,Walking,Hand
1.227912457E2,2.766867948E0,8.101557022E-1,-7.42E-01,2.977030631E0,Walking,Hand
1.228012167E2,2.825354138E0,5.948439726E-1,-7.57E-01,2.984973178E0,Walking,Hand
1.228111887E2,2.891132975E0,4.245499563E-1,-7.26E-01,3.011029593E0,Walking,Hand
1.228211597E2,2.968658284E0,2.502333480E-1,-6.73E-01,3.054200649E0,Walking,Hand
1.228311307E2,3.037232090E0,7.164973408E-2,-6.03E-01,3.097383661E0,Walking,Hand
1.228411017E2,3.095901883E0,-5.46E-02,-5.37E-01,3.142585305E0,Walking,Hand
1.228510727E2,3.114786635E0,-1.58E-01,-4.72E-01,3.154258157E0,Walking,Hand
1.228610447E2,3.157860149E0,-2.17E-01,-3.88E-01,3.189002820E0,Walking,Hand
1.228710157E2,3.124491844E0,-2.99E-01,-2.45E-01,3.148317175E0,Walking,Hand
1.228809867E2,2.877943996E0,-4.30E-01,-1.01E-01,2.911604782E0,Walking,Hand
1.228909577E2,2.479512382E0,-5.89E-01,-3.26E-02,2.548691682E0,Walking,Hand
1.229009287E2,2.132739750E0,-7.51E-01,4.419033229E-2,2.261603839E0,Walking,Hand
1.229109007E2,1.876656262E0,-9.76E-01,1.563130313E-1,2.120954071E0,Walking,Hand
1.229208717E2,1.555699672E0,-1.25E+00,2.820641282E-1,2.014298070E0,Walking,Hand
1.229308427E2,1.260591282E0,-1.52E+00,4.548997830E-1,2.027139877E0,Walking,Hand
1.229408137E2,1.133470475E0,-1.71E+00,6.921618140E-1,2.168386373E0,Walking,Hand
1.229507847E2,8.957221019E-1,-1.92E+00,9.155913793E-1,2.305830497E0,Walking,Hand
1.229607567E2,4.001121032E-1,-2.15E+00,1.092858493E0,2.446199031E0,Walking,Hand
1.229707277E2,1.029279524E-1,-2.20E+00,1.219303946E0,2.520024628E0,Walking,Hand
1.229806987E2,-1.97E-01,-2.18E+00,1.366568265E0,2.584468230E0,Walking,Hand
1.229906697E2,-6.91E-01,-2.16E+00,1.432528512E0,2.684498132E0,Walking,Hand
1.230006407E2,-1.13E+00,-2.06E+00,1.361967822E0,2.716192225E0,Walking,Hand
1.230106127E2,-1.41E+00,-1.90E+00,1.236874829E0,2.673838238E0,Walking,Hand
1.230205837E2,-1.70E+00,-1.77E+00,1.084528111E0,2.688953684E0,Walking,Hand
1.230305547E2,-1.93E+00,-1.70E+00,8.291573989E-1,2.703649473E0,Walking,Hand
1.230405257E2,-2.11E+00,-1.75E+00,6.977426890E-1,2.830954932E0,Walking,Hand
1.230504967E2,-2.56E+00,-2.06E+00,7.209219289E-1,3.360340345E0,Walking,Hand
1.230604687E2,-3.33E+00,-2.77E+00,7.337961821E-1,4.393472280E0,Walking,Hand
1.230704397E2,-4.00E+00,-3.58E+00,8.418391326E-1,5.435058746E0,Walking,Hand
1.230804107E2,-4.16E+00,-3.94E+00,9.778572093E-1,5.812639476E0,Walking,Hand
1.230903817E2,-3.91E+00,-3.88E+00,1.116867745E0,5.619211454E0,Walking,Hand
1.231003527E2,-3.46E+00,-3.70E+00,1.356506961E0,5.242157335E0,Walking,Hand
1.231103247E2,-2.65E+00,-2.97E+00,1.460130879E0,4.243394154E0,Walking,Hand
1.231202957E2,-1.55E+00,-1.59E+00,1.244393618E0,2.549461836E0,Walking,Hand
1.231302667E2,-8.13E-01,-3.34E-01,1.164715072E0,1.458964262E0,Walking,Hand
1.231402377E2,-4.09E-01,7.076019716E-1,1.005279627E0,1.295503758E0,Walking,Hand
1.231502087E2,-5.06E-01,1.406820498E0,6.533655381E-1,1.631721148E0,Walking,Hand
1.231601807E2,-4.45E-01,1.827864464E0,4.553582047E-1,1.935639267E0,Walking,Hand
1.231701517E2,-2.00E-01,1.980601923E0,4.135928589E-1,2.033139011E0,Walking,Hand
1.231801227E2,-1.90E-01,1.835997941E0,9.975379139E-2,1.848527222E0,Walking,Hand
1.231900937E2,-3.74E-01,1.482432598E0,-2.24E-01,1.545224329E0,Walking,Hand
1.232000647E2,-6.27E-01,1.039417134E0,-6.67E-01,1.385236914E0,Walking,Hand
1.232100367E2,-9.59E-01,5.593390945E-1,-1.13E+00,1.586231086E0,Walking,Hand
1.232200077E2,-1.05E+00,2.552309632E-1,-1.58E+00,1.913549018E0,Walking,Hand
1.232299787E2,-9.66E-01,3.919564068E-2,-1.92E+00,2.148300395E0,Walking,Hand
1.232399497E2,-1.01E+00,-5.13E-02,-2.11E+00,2.340736629E0,Walking,Hand
1.232499207E2,-9.92E-01,5.280854344E-2,-2.39E+00,2.589665557E0,Walking,Hand
1.232598927E2,-9.65E-01,1.031980938E-1,-2.40E+00,2.586464022E0,Walking,Hand
1.232698637E2,-7.36E-01,3.565292966E-1,-2.35E+00,2.491379913E0,Walking,Hand
1.232798347E2,-4.07E-01,6.994667405E-1,-2.21E+00,2.350146155E0,Walking,Hand
1.232898057E2,-1.67E-01,9.996756560E-1,-1.91E+00,2.160783668E0,Walking,Hand
1.232997767E2,1.306618810E-2,1.244408236E0,-1.62E+00,2.040707739E0,Walking,Hand
1.233097487E2,2.125573987E-1,1.388445623E0,-1.36E+00,1.957260733E0,Walking,Hand
1.233197197E2,4.692975283E-1,1.449934650E0,-1.05E+00,1.850353417E0,Walking,Hand
1.233296907E2,8.923301321E-1,1.427142203E0,-6.79E-01,1.814867419E0,Walking,Hand
1.233396617E2,1.422587807E0,1.426993392E0,-2.88E-01,2.035492712E0,Walking,Hand
1.233496337E2,1.916899724E0,1.476737117E0,-1.84E-01,2.426745554E0,Walking,Hand
1.233596047E2,2.267137417E0,1.422845377E0,-2.75E-01,2.690701152E0,Walking,Hand
1.233695757E2,2.418014876E0,1.258067916E0,-4.49E-01,2.762393960E0,Walking,Hand
1.233795467E2,2.578123335E0,1.081972293E0,-6.14E-01,2.862500190E0,Walking,Hand
1.233895177E2,2.703734391E0,9.383845568E-1,-7.63E-01,2.961787158E0,Walking,Hand
1.233994897E2,2.723794434E0,7.962141860E-1,-8.26E-01,2.955466126E0,Walking,Hand
1.234094607E2,2.648187597E0,6.896635911E-1,-8.09E-01,2.853689599E0,Walking,Hand
1.234194317E2,2.620128563E0,5.838892141E-1,-7.76E-01,2.794189277E0,Walking,Hand
1.234294027E2,2.579302719E0,4.608368996E-1,-7.86E-01,2.735629301E0,Walking,Hand
1.234393737E2,2.544953250E0,3.649355462E-1,-8.02E-01,2.693294685E0,Walking,Hand
1.234493457E2,2.460130616E0,2.235753071E-1,-8.15E-01,2.601166168E0,Walking,Hand
1.234593167E2,2.323558955E0,8.773367018E-2,-7.83E-01,2.453411826E0,Walking,Hand
1.234692877E2,2.131425295E0,2.753570795E-2,-8.16E-01,2.282389900E0,Walking,Hand
1.234792587E2,1.955320024E0,5.946296722E-2,-9.09E-01,2.157149899E0,Walking,Hand
1.234892297E2,1.753438472E0,1.439344758E-1,-8.51E-01,1.954235001E0,Walking,Hand
1.234992007E2,1.414461932E0,2.676796854E-1,-7.02E-01,1.601397318E0,Walking,Hand
1.235091727E2,9.815282375E-1,3.965505642E-1,-5.90E-01,1.211975131E0,Walking,Hand
1.235191437E2,6.682449478E-1,4.914637381E-1,-5.27E-01,9.826486531E-1,Walking,Hand
1.235291147E2,3.466422397E-1,5.066863793E-1,-4.52E-01,7.621192973E-1,Walking,Hand
1.235390857E2,-7.20E-02,4.731628302E-1,-3.99E-01,6.233657932E-1,Walking,Hand
1.235490577E2,-4.03E-01,4.071778786E-1,-4.42E-01,7.238356751E-1,Walking,Hand
1.235590287E2,-6.42E-01,3.135171783E-1,-4.23E-01,8.305373108E-1,Walking,Hand
1.235689997E2,-8.03E-01,1.283142239E-1,-4.03E-01,9.078608016E-1,Walking,Hand
1.235789707E2,-9.58E-01,-1.01E-01,-4.45E-01,1.061165831E0,Walking,Hand
1.235889417E2,-1.03E+00,-2.69E-01,-5.72E-01,1.209021346E0,Walking,Hand
1.235989137E2,-1.05E+00,-4.09E-01,-7.00E-01,1.325807396E0,Walking,Hand
1.236088847E2,-1.19E+00,-6.05E-01,-6.96E-01,1.506809680E0,Walking,Hand
1.236188557E2,-1.36E+00,-8.03E-01,-6.24E-01,1.698922949E0,Walking,Hand
1.236288267E2,-1.46E+00,-1.03E+00,-5.86E-01,1.883518952E0,Walking,Hand
1.236387977E2,-1.50E+00,-1.39E+00,-4.11E-01,2.086913813E0,Walking,Hand
1.236487697E2,-1.75E+00,-1.94E+00,-3.64E-02,2.609444857E0,Walking,Hand
1.236587407E2,-2.26E+00,-2.72E+00,3.024326116E-1,3.551017064E0,Walking,Hand
1.236687117E2,-2.66E+00,-3.48E+00,5.729669076E-1,4.416932857E0,Walking,Hand
1.236786827E2,-2.62E+00,-3.89E+00,8.076270738E-1,4.761891428E0,Walking,Hand
1.236886537E2,-2.17E+00,-3.78E+00,9.964105707E-1,4.468903697E0,Walking,Hand
1.236986257E2,-1.65E+00,-3.29E+00,1.305883522E0,3.908521294E0,Walking,Hand
1.237085967E2,-9.05E-01,-2.52E+00,1.659309117E0,3.150461535E0,Walking,Hand
1.237185677E2,-2.10E-01,-1.56E+00,1.920864136E0,2.482193563E0,Walking,Hand
1.237285387E2,1.064538234E-1,-6.54E-01,2.122925198E0,2.223915233E0,Walking,Hand
1.237385097E2,4.587725401E-2,-5.51E-04,2.107540881E0,2.108040225E0,Walking,Hand
1.237484817E2,-3.90E-01,4.408040464E-1,2.052155762E0,2.134875525E0,Walking,Hand
1.237584527E2,-9.08E-01,6.548931232E-1,1.850550491E0,2.162998816E0,Walking,Hand
1.237684237E2,-1.13E+00,6.235871306E-1,1.501041946E0,1.980662121E0,Walking,Hand
1.237783947E2,-1.06E+00,4.528957960E-1,1.203070175E0,1.666304353E0,Walking,Hand
1.237883657E2,-8.29E-01,1.897058952E-1,8.716356665E-1,1.217872273E0,Walking,Hand
1.237983377E2,-7.12E-01,-1.74E-01,6.004792267E-1,9.472806456E-1,Walking,Hand
1.238083087E2,-6.08E-01,-4.85E-01,3.227078319E-1,8.419293973E-1,Walking,Hand
1.238182797E2,-3.84E-01,-6.17E-01,9.276929229E-2,7.323604611E-1,Walking,Hand
1.238282507E2,-1.92E-01,-5.43E-01,-1.23E-01,5.887821367E-1,Walking,Hand
1.238382217E2,3.782329917E-2,-3.06E-01,-2.29E-01,3.843651688E-1,Walking,Hand
1.238481937E2,1.761812854E-1,-2.65E-02,-3.87E-01,4.263895464E-1,Walking,Hand
1.238581647E2,3.856472611E-2,1.912913677E-1,-4.30E-01,4.726218735E-1,Walking,Hand
1.238681357E2,-1.30E-01,4.837419051E-1,-4.64E-01,6.824445064E-1,Walking,Hand
1.238781067E2,-2.25E-01,8.436511847E-1,-6.40E-01,1.082605751E0,Walking,Hand
1.238880777E2,-2.57E-01,1.122208738E0,-8.65E-01,1.440185349E0,Walking,Hand
1.238980497E2,-2.33E-01,1.298662503E0,-1.07E+00,1.698649075E0,Walking,Hand
1.239080207E2,-1.21E-01,1.424050196E0,-1.24E+00,1.893098298E0,Walking,Hand
1.239179917E2,1.151585734E-1,1.492977174E0,-1.41E+00,2.058062717E0,Walking,Hand
1.239279627E2,3.676442689E-1,1.530726506E0,-1.60E+00,2.247573557E0,Walking,Hand
1.239379347E2,5.899162316E-1,1.551412201E0,-1.68E+00,2.364436563E0,Walking,Hand
1.239479057E2,8.170367056E-1,1.503992159E0,-1.65E+00,2.379903725E0,Walking,Hand
1.239578767E2,1.088311259E0,1.434022037E0,-1.48E+00,2.327678657E0,Walking,Hand
1.239678477E2,1.371775503E0,1.349258460E0,-1.29E+00,2.317535252E0,Walking,Hand
1.239778187E2,1.580854393E0,1.196412536E0,-1.14E+00,2.287130023E0,Walking,Hand
1.239877907E2,1.701916900E0,9.848403928E-1,-1.01E+00,2.211796828E0,Walking,Hand
1.239977617E2,1.768658774E0,7.160707864E-1,-9.26E-01,2.120961177E0,Walking,Hand
1.240077327E2,1.794799921E0,4.999117953E-1,-8.18E-01,2.034730771E0,Walking,Hand
1.240177037E2,1.828787447E0,3.845295659E-1,-7.33E-01,2.007246328E0,Walking,Hand
1.240276747E2,1.867507709E0,3.002749890E-1,-6.30E-01,1.993581718E0,Walking,Hand
1.240376467E2,1.792759243E0,2.445825988E-1,-5.38E-01,1.887755383E0,Walking,Hand
1.240476177E2,1.615216725E0,2.122618219E-1,-4.95E-01,1.702749347E0,Walking,Hand
1.240575887E2,1.494649478E0,2.312059236E-1,-4.82E-01,1.587497239E0,Walking,Hand
1.240675597E2,1.361649880E0,2.754740238E-1,-4.49E-01,1.459870753E0,Walking,Hand
1.240775307E2,1.151786293E0,2.131055751E-1,-3.53E-01,1.223438700E0,Walking,Hand
1.240875027E2,7.825930971E-1,1.388395044E-1,-2.08E-01,8.216322302E-1,Walking,Hand
1.240974737E2,4.753979284E-1,8.884727240E-2,-8.50E-02,4.910415421E-1,Walking,Hand
1.241074447E2,1.969406551E-1,-6.52E-02,1.076296985E-1,2.337092387E-1,Walking,Hand
1.241174157E2,-2.58E-01,-3.50E-01,2.958533245E-1,5.259942118E-1,Walking,Hand
1.241273867E2,-6.77E-01,-5.66E-01,3.894806957E-1,9.646034667E-1,Walking,Hand
1.241373587E2,-9.66E-01,-7.22E-01,3.817392746E-1,1.265563094E0,Walking,Hand
1.241473297E2,-1.23E+00,-9.20E-01,4.193120205E-1,1.592374827E0,Walking,Hand
1.241573007E2,-1.41E+00,-1.10E+00,4.392650592E-1,1.837235299E0,Walking,Hand
1.241672717E2,-1.50E+00,-1.14E+00,4.305841367E-1,1.936744644E0,Walking,Hand
1.241772427E2,-1.52E+00,-1.13E+00,4.708020169E-1,1.953398913E0,Walking,Hand
1.241872147E2,-1.54E+00,-1.14E+00,4.806146680E-1,1.971752297E0,Walking,Hand
1.241971857E2,-1.54E+00,-1.14E+00,4.511495250E-1,1.966454070E0,Walking,Hand
1.242071567E2,-1.47E+00,-1.15E+00,4.631614602E-1,1.918753565E0,Walking,Hand
1.242171277E2,-1.38E+00,-1.22E+00,4.685017222E-1,1.898045235E0,Walking,Hand
1.242270987E2,-1.45E+00,-1.57E+00,4.981932986E-1,2.195695140E0,Walking,Hand
1.242370707E2,-1.82E+00,-2.24E+00,6.076577072E-1,2.950632590E0,Walking,Hand
1.242470417E2,-2.34E+00,-3.03E+00,7.294995019E-1,3.899352454E0,Walking,Hand
1.242570127E2,-2.77E+00,-3.77E+00,8.119396877E-1,4.745580869E0,Walking,Hand
1.242669837E2,-2.80E+00,-4.15E+00,9.282378834E-1,5.095077734E0,Walking,Hand
1.242769547E2,-2.38E+00,-4.07E+00,1.166910701E0,4.855487426E0,Walking,Hand
1.242869267E2,-1.77E+00,-3.71E+00,1.558318347E0,4.396510696E0,Walking,Hand
1.242968977E2,-1.45E+00,-3.02E+00,1.891554822E0,3.844519025E0,Walking,Hand
1.243068687E2,-6.51E-01,-1.72E+00,1.894974419E0,2.639505783E0,Walking,Hand
1.243168397E2,1.316073757E-1,-3.69E-01,2.065459347E0,2.102299227E0,Walking,Hand
1.243268107E2,5.733937544E-1,7.531494427E-1,2.141509404E0,2.341383567E0,Walking,Hand
1.243367827E2,5.016928571E-1,1.452339610E0,2.155344793E0,2.646978890E0,Walking,Hand
1.243467537E2,4.077012044E-1,1.994901581E0,2.010312941E0,2.861330234E0,Walking,Hand
1.243567247E2,2.783748275E-1,2.310352433E0,1.771961281E0,2.924904732E0,Walking,Hand
1.243666957E2,1.454781407E-1,2.235378850E0,1.403152101E0,2.643277948E0,Walking,Hand
1.243766677E2,4.958204985E-2,1.906056355E0,8.904167770E-1,2.104364808E0,Walking,Hand
1.243866387E2,-1.45E-01,1.562685340E0,3.068552993E-1,1.599140404E0,Walking,Hand
1.243966097E2,-2.59E-01,1.260034043E0,-3.54E-01,1.334321840E0,Walking,Hand
1.244065807E2,-4.01E-01,1.003094523E0,-1.01E+00,1.481354949E0,Walking,Hand
1.244165517E2,-3.80E-01,7.673552531E-1,-1.57E+00,1.790247597E0,Walking,Hand
1.244265237E2,-3.46E-01,6.845083934E-1,-1.97E+00,2.111187485E0,Walking,Hand
1.244364947E2,-1.76E-01,8.158719403E-1,-2.32E+00,2.465829614E0,Walking,Hand
1.244464657E2,2.253049135E-2,8.449916589E-1,-2.43E+00,2.568919953E0,Walking,Hand
1.244564367E2,2.248687112E-1,8.112652114E-1,-2.34E+00,2.484182065E0,Walking,Hand
1.244664077E2,5.289976001E-1,9.334287491E-1,-2.07E+00,2.335103494E0,Walking,Hand
1.244763797E2,7.534523284E-1,1.052422804E0,-1.62E+00,2.073872611E0,Walking,Hand
1.244863507E2,8.331680042E-1,9.407985798E-1,-1.09E+00,1.665346685E0,Walking,Hand
1.244963217E2,9.115212786E-1,6.565753672E-1,-5.68E-01,1.259017739E0,Walking,Hand
1.245062927E2,1.131380095E0,4.554440126E-1,1.566395983E-2,1.219711248E0,Walking,Hand
1.245162637E2,1.389265695E0,3.589553064E-1,4.425248820E-1,1.501577954E0,Walking,Hand
1.245262357E2,1.633748306E0,1.775150353E-1,6.754820466E-1,1.776772667E0,Walking,Hand
1.245362067E2,1.892931987E0,7.497007549E-3,8.050683323E-1,2.057032506E0,Walking,Hand
1.245461777E2,2.199427829E0,-1.13E-01,8.525567865E-1,2.361599252E0,Walking,Hand
1.245561487E2,2.478924737E0,-1.76E-01,7.852728760E-1,2.606268744E0,Walking,Hand
1.245661197E2,2.641224732E0,-1.82E-01,6.646872094E-1,2.729671687E0,Walking,Hand
1.245760917E2,2.736588727E0,-1.59E-01,4.968224189E-1,2.785879345E0,Walking,Hand
1.245860627E2,2.755571712E0,-1.08E-01,2.760587454E-1,2.771463239E0,Walking,Hand
1.245960337E2,2.815616185E0,-6.61E-02,5.775528789E-2,2.816985175E0,Walking,Hand
1.246060051E2,2.863818877E0,-7.10E-04,-1.05E-01,2.865738182E0,Walking,Hand
1.246159761E2,2.801643094E0,7.009700596E-2,-2.49E-01,2.813516211E0,Walking,Hand
1.246259481E2,2.641202513E0,1.654683092E-1,-5.59E-01,2.704715323E0,Walking,Hand
1.246359191E2,2.320338308E0,3.134882346E-1,-1.05E+00,2.566138440E0,Walking,Hand
1.246458901E2,1.918124131E0,3.826543638E-1,-1.45E+00,2.432017802E0,Walking,Hand
1.246558611E2,1.469415234E0,4.408379602E-1,-1.71E+00,2.297129014E0,Walking,Hand
1.246658321E2,1.075031063E0,5.707598761E-1,-1.88E+00,2.242211101E0,Walking,Hand
1.246758041E2,6.798861694E-1,7.497753069E-1,-2.05E+00,2.284218003E0,Walking,Hand
1.246857751E2,1.869764149E-1,8.688482988E-1,-2.13E+00,2.305961062E0,Walking,Hand
1.246957461E2,-3.29E-01,8.984796488E-1,-2.15E+00,2.350473625E0,Walking,Hand
1.247057171E2,-6.44E-01,1.059681537E0,-2.19E+00,2.520711673E0,Walking,Hand
1.247156891E2,-8.35E-01,1.219851684E0,-2.27E+00,2.710375611E0,Walking,Hand
1.247256601E2,-1.03E+00,1.266159001E0,-2.32E+00,2.837451373E0,Walking,Hand
1.247356311E2,-1.24E+00,1.198643541E0,-2.22E+00,2.807021115E0,Walking,Hand
1.247456021E2,-1.45E+00,1.062577371E0,-2.00E+00,2.689756475E0,Walking,Hand
1.247555731E2,-1.69E+00,8.554035035E-1,-1.76E+00,2.586158949E0,Walking,Hand
1.247655451E2,-1.89E+00,5.712220985E-1,-1.49E+00,2.475528949E0,Walking,Hand
1.247755161E2,-2.06E+00,2.367891374E-1,-1.20E+00,2.397664707E0,Walking,Hand
1.247854871E2,-2.11E+00,-1.17E-01,-8.32E-01,2.272593261E0,Walking,Hand
1.247954581E2,-2.02E+00,-3.97E-01,-4.41E-01,2.109708845E0,Walking,Hand
1.248054291E2,-1.87E+00,-5.37E-01,-1.51E-01,1.949276609E0,Walking,Hand
1.248154011E2,-1.63E+00,-6.06E-01,3.700878203E-2,1.737696394E0,Walking,Hand
1.248253721E2,-1.32E+00,-5.35E-01,2.615444943E-1,1.449493660E0,Walking,Hand
1.248353431E2,-1.15E+00,-4.32E-01,4.666990256E-1,1.309984811E0,Walking,Hand
1.248453141E2,-1.31E+00,-5.14E-01,6.197449252E-1,1.538368725E0,Walking,Hand
1.248552851E2,-1.85E+00,-8.59E-01,7.782658651E-1,2.182080275E0,Walking,Hand
1.248652571E2,-2.63E+00,-1.50E+00,8.959972134E-1,3.159646396E0,Walking,Hand
1.248752281E2,-3.28E+00,-2.14E+00,9.184876513E-1,4.026594229E0,Walking,Hand
1.248851991E2,-3.46E+00,-2.38E+00,9.030255666E-1,4.293367987E0,Walking,Hand
1.248951701E2,-3.17E+00,-2.14E+00,8.720300612E-1,3.922330459E0,Walking,Hand
1.249051411E2,-2.73E+00,-1.77E+00,8.511125243E-1,3.360735082E0,Walking,Hand
1.249151131E2,-2.28E+00,-1.34E+00,1.008228963E0,2.833425010E0,Walking,Hand
1.249250841E2,-1.89E+00,-6.69E-01,1.286391829E0,2.385675440E0,Walking,Hand
1.249350551E2,-1.51E+00,1.289161947E-1,1.331273887E0,2.013491975E0,Walking,Hand
1.249450261E2,-1.45E+00,7.692228538E-1,1.337371948E0,2.116897646E0,Walking,Hand
1.249549981E2,-1.60E+00,1.139693667E0,1.459391644E0,2.449400557E0,Walking,Hand
1.249649691E2,-1.80E+00,1.264533475E0,1.581148801E0,2.711011255E0,Walking,Hand
1.249749401E2,-1.89E+00,1.173849300E0,1.705080829E0,2.800849568E0,Walking,Hand
1.249849111E2,-1.86E+00,8.935118544E-1,1.739749847E0,2.698860212E0,Walking,Hand
1.249948821E2,-1.73E+00,5.602769879E-1,1.662691731E0,2.461819229E0,Walking,Hand
1.250048541E2,-1.54E+00,2.443361387E-1,1.508911714E0,2.169455053E0,Walking,Hand
1.250148251E2,-1.38E+00,-1.79E-02,1.299491346E0,1.893973209E0,Walking,Hand
1.250247961E2,-1.19E+00,-1.03E-01,8.678338069E-1,1.478352270E0,Walking,Hand
1.250347671E2,-8.04E-01,3.090253472E-3,5.643168291E-1,9.823780826E-1,Walking,Hand
1.250447381E2,-6.55E-01,2.957112372E-2,3.418077618E-1,7.396508908E-1,Walking,Hand
1.250547101E2,-9.05E-01,8.279423475E-2,1.428118104E-1,9.197226141E-1,Walking,Hand
1.250646811E2,-7.43E-01,2.886746979E-1,3.255466551E-2,7.978900217E-1,Walking,Hand
1.250746521E2,-6.34E-01,4.744267058E-1,-1.16E-01,8.003660568E-1,Walking,Hand
1.250846231E2,-6.56E-01,6.222229752E-1,-4.47E-01,1.008439014E0,Walking,Hand
1.250945941E2,-6.11E-01,7.836479348E-1,-8.10E-01,1.281919049E0,Walking,Hand
1.251045661E2,-4.31E-01,8.986173508E-1,-1.15E+00,1.523552299E0,Walking,Hand
1.251145371E2,-1.61E-01,9.399782154E-1,-1.44E+00,1.724220216E0,Walking,Hand
1.251245081E2,1.686085564E-1,9.615521023E-1,-1.75E+00,2.002677506E0,Walking,Hand
1.251344791E2,5.369971758E-1,9.407181805E-1,-1.95E+00,2.230304698E0,Walking,Hand
1.251444501E2,8.921593934E-1,8.260028261E-1,-1.97E+00,2.317413992E0,Walking,Hand
1.251544221E2,1.287992504E0,6.750698179E-1,-1.84E+00,2.346593765E0,Walking,Hand
1.251643931E2,1.676218387E0,5.291408569E-1,-1.66E+00,2.416182672E0,Walking,Hand
1.251743641E2,1.961587654E0,3.266441774E-1,-1.55E+00,2.522988287E0,Walking,Hand
1.251843351E2,2.182574984E0,6.912256747E-2,-1.38E+00,2.583281600E0,Walking,Hand
1.251943061E2,2.378003549E0,-1.35E-01,-1.25E+00,2.689162631E0,Walking,Hand
1.252042781E2,2.578832018E0,-3.59E-01,-1.19E+00,2.864596709E0,Walking,Hand
1.252142491E2,2.766584943E0,-5.52E-01,-1.12E+00,3.036376459E0,Walking,Hand
1.252242201E2,2.935250802E0,-6.92E-01,-1.05E+00,3.193654003E0,Walking,Hand
1.252341911E2,3.004106444E0,-8.48E-01,-1.03E+00,3.288049187E0,Walking,Hand
1.252441621E2,2.996782222E0,-9.73E-01,-1.02E+00,3.312064879E0,Walking,Hand
1.252541341E2,2.985877749E0,-1.08E+00,-1.03E+00,3.337731252E0,Walking,Hand
1.252641051E2,2.941131932E0,-1.22E+00,-1.01E+00,3.340536449E0,Walking,Hand
1.252740761E2,2.830765736E0,-1.36E+00,-9.44E-01,3.279357636E0,Walking,Hand
1.252840471E2,2.649508483E0,-1.51E+00,-7.99E-01,3.153078475E0,Walking,Hand
1.252940191E2,2.448502843E0,-1.67E+00,-6.33E-01,3.032224047E0,Walking,Hand
1.253039901E2,2.243904675E0,-1.79E+00,-4.59E-01,2.908290915E0,Walking,Hand
1.253139611E2,1.998717474E0,-1.86E+00,-2.36E-01,2.739668988E0,Walking,Hand
1.253239321E2,1.717188073E0,-1.89E+00,-3.40E-02,2.554098485E0,Walking,Hand
1.253339031E2,1.449220705E0,-1.90E+00,6.215794891E-2,2.388737725E0,Walking,Hand
1.253438751E2,1.180703114E0,-1.98E+00,1.731264076E-1,2.310433309E0,Walking,Hand
1.253538461E2,7.780784619E-1,-2.11E+00,3.000779378E-1,2.265484853E0,Walking,Hand
1.253638171E2,2.892167348E-1,-2.14E+00,3.388455623E-1,2.188574684E0,Walking,Hand
1.253737881E2,-2.67E-01,-2.09E+00,2.820006859E-1,2.128628206E0,Walking,Hand
1.253837591E2,-7.70E-01,-2.00E+00,2.066686678E-1,2.156362335E0,Walking,Hand
1.253937311E2,-1.08E+00,-1.81E+00,1.508678117E-1,2.111669678E0,Walking,Hand
1.254037021E2,-1.24E+00,-1.60E+00,8.898848265E-2,2.025948583E0,Walking,Hand
1.254136731E2,-1.32E+00,-1.44E+00,-6.44E-03,1.952917908E0,Walking,Hand
1.254236441E2,-1.38E+00,-1.37E+00,-7.86E-02,1.948217004E0,Walking,Hand
1.254336151E2,-1.66E+00,-1.55E+00,-2.03E-01,2.278778988E0,Walking,Hand
1.254435871E2,-2.24E+00,-2.15E+00,-3.63E-01,3.125681634E0,Walking,Hand
1.254535581E2,-3.00E+00,-3.04E+00,-3.39E-01,4.287062475E0,Walking,Hand
1.254635291E2,-3.43E+00,-3.77E+00,-1.13E-01,5.093720000E0,Walking,Hand
